id_do_respondente,preocupação_com_h1n1,conhecimento_sobre_h1n1,comportamento_medicamentos_antivirais,comportamento_evitamento,comportamento_uso_de_máscara_facial,comportamento_lavagem_das_mãos,comportamento_reuniões_grandes,comportamento_saída_de_casa,comportamento_toque_na_face,recomendação_médica_h1n1,recomendação_médica_sazonal,condição_médica_crônica,criança_menor_de_6_meses,trabalhador_de_saúde,seguro_de_saúde,opinião_sobre_a_efetividade_da_vacina_h1n1,opinião_sobre_o_risco_h1n1,opinião_sobre_a_doença_por_vacinação_h1n1,opinião_sobre_a_efetividade_da_vacina_sazonal,opinião_sobre_o_risco_sazonal,opinião_sobre_a_doença_por_vacinação_sazonal,adultos_no_agregado_familiar,crianças_no_agregado_familiar,vacina_h1n1,vacina_sazonal,seguro_de_saúde,indústria_de_emprego,ocupação
2047,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,0.0,0,1,1.0,,
2048,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,5.0,2.0,4.0,5.0,2.0,1.0,1.0,3.0,0,1,,,
2049,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,3.0,1.0,1.0,3.0,1.0,4.0,1.0,0.0,0,0,,ldnlellj,ukymxvdu
2050,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,2.0,2.0,5.0,2.0,1.0,3.0,0,0,,,
2051,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,0,1,,arjwrbjb,mxkfnird
2052,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,5.0,5.0,1.0,3.0,1.0,1,1,0.0,,xtkaffoo
2053,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0,0,1.0,rucpziij,tfqavkke
2054,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,0,0,,,
2055,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,0,1,1.0,wxleyezf,mxkfnird
2056,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,2.0,4.0,2.0,2.0,1.0,0.0,0,0,,,
2057,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0,1,1.0,ldnlellj,hfxkjkmi
2058,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0,1,1.0,,
2059,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0,0,0,0.0,,
2060,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,0.0,0.0,0,1,1.0,,
2061,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,4.0,5.0,4.0,1.0,1.0,0.0,0,1,1.0,ldnlellj,mxkfnird
2062,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1.0,0.0,,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,0,1,,saaquncn,mxkfnird
2063,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,0,0,1.0,,
2064,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0,0,,nduyfdeo,xtkaffoo
2065,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,0.0,0,0,1.0,,
2066,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,3.0,0,0,1.0,,
2067,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,2.0,5.0,5.0,4.0,0.0,0.0,0,1,,msuufmds,
2068,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0,1,,wxleyezf,emcorrxb
2069,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,0,0,1.0,,
2070,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,2.0,5.0,2.0,2.0,0.0,0.0,0,1,,ldnlellj,hfxkjkmi
2071,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,0,1,1.0,,
2072,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,0,0,1.0,wxleyezf,emcorrxb
2073,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0,0,1.0,vjjrobsf,bxpfxfdn
2074,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,0.0,0,0,0.0,,
2075,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.0,2.0,5.0,5.0,1.0,1.0,2.0,0.0,0,0,,mcubkhph,ukymxvdu
2076,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,0,0,1.0,dotnnunm,xgwztkwe
2077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0.0,,
2078,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,1.0,5.0,1.0,2.0,1.0,0.0,0,0,,wxleyezf,bxpfxfdn
2079,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,5.0,1.0,1.0,3.0,1.0,0.0,0.0,0,0,,,
2080,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,1.0,1.0,1.0,,0.0,0.0,0,0,,,
2081,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,4.0,4.0,2.0,1.0,0.0,0,0,1.0,xqicxuve,mxkfnird
2082,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,5.0,4.0,4.0,5.0,4.0,4.0,1.0,0.0,0,1,,,
2083,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1,1,1.0,cfqqtusy,ukymxvdu
2084,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,4.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0,1,,,
2085,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,0,0,1.0,fcxhlnwr,cmhcxjea
2086,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0,1,1.0,vjjrobsf,rcertsgn
2087,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,3.0,4.0,1.0,5.0,4.0,0.0,0.0,0,1,,,
2088,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,1,1,1.0,,
2089,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,1,1,1.0,pxcmvdjn,xgwztkwe
2090,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,4.0,4.0,2.0,1.0,3.0,0,0,0.0,xicduogh,qxajmpny
2091,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,4.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,1,1,,fcxhlnwr,haliazsg
2092,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,0,1,1.0,ldnlellj,kldqjyjy
2093,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,3.0,,,1.0,2.0,0,0,,,
2094,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,0.0,0.0,1,0,1.0,cfqqtusy,kldqjyjy
2095,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0,1,,,
2096,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,0,1,,atmlpfrs,ccgxvspp
2097,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0,0,0.0,,
2098,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,0,0,0.0,,
2099,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,4.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0,0,1,,nduyfdeo,uqqtjvyb
2100,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,0,1,,atmlpfrs,xqwwgdyp
2101,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,5.0,3.0,1.0,1.0,0.0,1,1,1.0,,
2102,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,5.0,2.0,5.0,5.0,0.0,2.0,0,1,1.0,fcxhlnwr,mxkfnird
2103,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,0.0,1,0,0.0,dotnnunm,
2104,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,0.0,0.0,0,1,1.0,wxleyezf,emcorrxb
2105,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0,1,1.0,haxffmxo,dcjcmpih
2106,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,0,0,1.0,,
2107,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1,1,1.0,mfikgejo,hfxkjkmi
2108,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,0.0,1,1,1.0,atmlpfrs,ccgxvspp
2109,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,4.0,5.0,4.0,4.0,1.0,0.0,0,0,,mfikgejo,xtkaffoo
2110,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,5.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,0,0,,xicduogh,qxajmpny
2111,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0,0,1.0,arjwrbjb,
2112,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,0.0,0.0,0.0,,2.0,2.0,4.0,4.0,2.0,2.0,1.0,0.0,0,0,,,
2113,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,0.0,0,0,1.0,,
2114,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,2.0,5.0,4.0,4.0,1.0,0.0,1,1,1.0,,
2115,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,4.0,5.0,2.0,1.0,1.0,2.0,0,0,,xqicxuve,mxkfnird
2116,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,4.0,2.0,1.0,,,0,0,,,
2117,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,1.0,5.0,5.0,4.0,1.0,0.0,0,1,,wxleyezf,vlluhbov
2118,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0,0.0,,5.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,0,0,,pxcmvdjn,mxkfnird
2119,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,0.0,0,1,1.0,wxleyezf,kldqjyjy
2120,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,0.0,0,0,1.0,wxleyezf,xtkaffoo
2121,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,0.0,0,1,0.0,,
2122,2.0,2.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,1,0,0.0,,
2123,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,0,0,0.0,,
2124,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,5.0,4.0,2.0,1.0,0.0,0,1,1.0,arjwrbjb,mxkfnird
2125,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,0,1,,,
2126,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0,0,,,
2127,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0,0,1.0,,
2128,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0,0,,xicduogh,xtkaffoo
2129,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,0,0,1.0,,
2130,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,4.0,2.0,1.0,0.0,0,1,1.0,,
2131,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,3.0,3.0,4.0,4.0,1.0,4.0,1.0,0.0,0,0,,,
2132,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1,1,1.0,,
2133,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,0,0,1.0,atmlpfrs,xtkaffoo
2134,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0,1,,fcxhlnwr,cmhcxjea
2135,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0,0,0.0,,
2136,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,,ldnlellj,ccgxvspp
2137,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,5.0,1.0,0.0,0.0,0,1,1.0,,
2138,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,3.0,2.0,4.0,5.0,2.0,4.0,0.0,0.0,0,1,,,
2139,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0,0,1.0,,
2140,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,2.0,0.0,0,0,1.0,,
2141,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,1,0,1.0,vjjrobsf,bxpfxfdn
2142,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0,0,,,
2143,2.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,0,1,1.0,,
2144,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,4.0,4.0,2.0,1.0,0.0,1.0,0,0,,fcxhlnwr,xtkaffoo
2145,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1,0,,wxleyezf,uqqtjvyb
2146,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,,4.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,0,0,,,
2147,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,0,0,,,
2148,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,0.0,0,0,1.0,,
2149,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,3.0,2.0,4.0,3.0,2.0,1.0,1.0,0.0,0,0,,,
2150,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,,5.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,0,0,,,
2151,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0,0,0,,,
2152,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1,0,1.0,,
2153,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,5.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,0,0,,wxleyezf,emcorrxb
2154,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,0.0,0,1,1.0,,
2155,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,5.0,4.0,1.0,1.0,0.0,1,1,1.0,,
2156,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,5.0,2.0,2.0,1.0,0.0,0,1,1.0,mfikgejo,xgwztkwe
2157,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,0,0,,,
2158,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,2.0,4.0,1.0,0.0,0,0,,wxleyezf,emcorrxb
2159,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0,0,1.0,ldnlellj,ccgxvspp
2160,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0,1,1.0,mfikgejo,xtkaffoo
2161,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,0,0,,atmlpfrs,xqwwgdyp
2162,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,0,1,,atmlpfrs,hodpvpew
2163,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,5.0,4.0,1.0,5.0,5.0,1.0,2.0,2.0,1,1,,,
2164,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,5.0,4.0,1.0,1.0,0.0,0,1,1.0,ldnlellj,xzmlyyjv
2165,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,2.0,4.0,2.0,0.0,2.0,0,0,1.0,,
2166,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,3.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,0,0,,xicduogh,qxajmpny
2167,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,0,0,1.0,xicduogh,xqwwgdyp
2168,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0.0,xicduogh,qxajmpny
2169,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,0,1,,,
2170,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,0,0,,,
2171,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,5.0,1.0,0.0,0.0,1,1,0.0,ldnlellj,xtkaffoo
2172,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0,0,1.0,ldnlellj,rcertsgn
